Date,num_pickups,num_passengers,missing_dt,temp,temp_min,temp_max,humidity,wind_speed,weather_main,weather_description,Passengers,Month,Hour,Day,holiday,precip_in,Avg_Delay_Arriving,Avg_Delay_Departing,Cancelled_Arriving_Flights,Cancelled_Departing_Flights
2014-01-01 00:00:00-05:00,107,210,FALSE,269.27,267.59,270.93,80,3,clear,sky is clear,108,1,0,2,TRUE,0,0,0,0,0
2014-01-01 01:00:00-05:00,34,45,FALSE,268.9,267.04,270.93,80,2,clear,sky is clear,0,1,1,2,TRUE,0,0,0,0,0
2014-01-01 02:00:00-05:00,34,70,FALSE,268.48,266.48,270.37,57,3,clear,sky is clear,0,1,2,2,TRUE,0,0,0,0,0
2014-01-01 03:00:00-05:00,12,18,FALSE,268.33,265.93,270.37,80,3,clear,sky is clear,0,1,3,2,TRUE,0,291,0,0,0
2014-01-01 04:00:00-05:00,25,37,FALSE,268.1,265.37,270.37,80,3,clear,sky is clear,0,1,4,2,TRUE,0,0,0,0,0
2014-01-01 05:00:00-05:00,16,24,FALSE,268.02,265.37,270.37,80,1,clear,sky is clear,243,1,5,2,TRUE,0,0,0,0,0
2014-01-01 06:00:00-05:00,14,17,FALSE,267.9,265.37,270.37,80,1,clear,sky is clear,141,1,6,2,TRUE,0,0,2.166666667,1,0
2014-01-01 07:00:00-05:00,21,35,FALSE,267.59,263.71,270.37,80,1,clear,sky is clear,717,1,7,2,TRUE,0,0,1.529411765,1,0
2014-01-01 08:00:00-05:00,94,190,FALSE,267.67,264.26,270.37,80,0,clear,sky is clear,797,1,8,2,TRUE,0,2.666666667,8.5,0,0
2014-01-01 09:00:00-05:00,164,285,FALSE,269,265.37,272.04,80,1,clear,sky is clear,761,1,9,2,TRUE,0,6.25,5.117647059,0,0
2014-01-01 10:00:00-05:00,379,673,FALSE,270.65,268.71,272.59,63,3,clear,sky is clear,778,1,10,2,TRUE,0,5.916666667,4.75,0,0
2014-01-01 11:00:00-05:00,367,703,FALSE,271.41,269.26,272.59,80,1,clear,sky is clear,793,1,11,2,TRUE,0,1.875,3.95,0,0
2014-01-01 12:00:00-05:00,450,836,FALSE,272.22,270.93,273.71,80,3,clear,sky is clear,802,1,12,2,TRUE,0,5.5,7.214285714,1,0
2014-01-01 13:00:00-05:00,430,722,FALSE,272.52,271.48,273.71,80,3,clear,sky is clear,1282,1,13,2,TRUE,0,66.70588235,6.3,1,0
2014-01-01 14:00:00-05:00,455,856,FALSE,273.16,272.04,274.82,80,1,clear,sky is clear,771,1,14,2,TRUE,0,19.55555556,18.22222222,0,1
2014-01-01 15:00:00-05:00,565,1070,FALSE,273.32,272.04,274.82,80,1,clear,sky is clear,840,1,15,2,TRUE,0,6,8.8125,1,1
2014-01-01 16:00:00-05:00,542,995,FALSE,273.32,272.04,274.82,80,0,clear,sky is clear,482,1,16,2,TRUE,0,15.93333333,26.75,0,1
2014-01-01 17:00:00-05:00,669,1227,FALSE,272.83,272.04,274.26,80,3,clear,sky is clear,692,1,17,2,TRUE,0,23.09090909,27.11764706,1,0
2014-01-01 18:00:00-05:00,796,1553,FALSE,272.58,271.48,274.26,80,0,clear,sky is clear,491,1,18,2,TRUE,0,11.33333333,38.94736842,1,2
2014-01-01 19:00:00-05:00,738,1354,FALSE,272.11,270.93,274.26,80,0,clear,sky is clear,686,1,19,2,TRUE,0,11.53846154,33.11111111,0,0
2014-01-01 20:00:00-05:00,501,869,FALSE,271.92,270.37,274.26,80,1,clear,sky is clear,724,1,20,2,TRUE,0,28,51,0,1
2014-01-01 21:00:00-05:00,430,778,FALSE,271.87,270.93,274.26,80,1,clear,sky is clear,325,1,21,2,TRUE,0,24.88888889,83,0,0
2014-01-01 22:00:00-05:00,633,1096,FALSE,271.87,270.93,274.26,80,1,clear,sky is clear,199,1,22,2,TRUE,0,29.57142857,76,0,0
2014-01-01 23:00:00-05:00,541,944,FALSE,284.793,284.793,284.793,80,3,clear,sky is clear,0,1,23,2,TRUE,0,49.71428571,201,0,0
2014-01-02 00:00:00-05:00,235,444,FALSE,272.1,270.37,274.26,80,2,clear,sky is clear,0,1,0,3,FALSE,0,98,0,0,0
2014-01-02 01:00:00-05:00,146,228,FALSE,272.1,270.37,274.26,80,2,clear,sky is clear,0,1,1,3,FALSE,0,168.5,0,0,0
2014-01-02 02:00:00-05:00,137,246,FALSE,272.17,270.37,274.26,80,3,clear,sky is clear,0,1,2,3,FALSE,0,210,0,0,0
2014-01-02 03:00:00-05:00,62,109,FALSE,271.68,270.37,273.71,80,3,clear,sky is clear,0,1,3,3,FALSE,0,0,0,0,0
2014-01-02 04:00:00-05:00,66,110,FALSE,271.63,269.82,273.71,80,3,clear,sky is clear,0,1,4,3,FALSE,0,0,0,0,0
2014-01-02 05:00:00-05:00,48,72,FALSE,270.98,269.26,272.59,80,4,snow,light snow,38,1,5,3,FALSE,0.01,0,0,1,0
2014-01-02 06:00:00-05:00,29,44,FALSE,270.32,268.71,272.15,80,3,snow,light snow,776,1,6,3,FALSE,0,0,5.058823529,1,0
2014-01-02 07:00:00-05:00,112,194,FALSE,270.18,268.15,272.04,80,5,clear,sky is clear,1131,1,7,3,FALSE,0,0,10.53333333,1,0
2014-01-02 08:00:00-05:00,303,504,FALSE,269.79,268.15,271.48,80,4,clear,sky is clear,844,1,8,3,FALSE,0,4.444444444,15.9047619,0,1
2014-01-02 09:00:00-05:00,506,890,FALSE,269.84,267.59,272.04,80,4,clear,sky is clear,521,1,9,3,FALSE,0,7.090909091,21.95,1,0
2014-01-02 10:00:00-05:00,532,1010,FALSE,269.62,267.59,271.48,80,4,clear,sky is clear,428,1,10,3,FALSE,0,18.17647059,19.57142857,1,0
2014-01-02 11:00:00-05:00,600,1099,FALSE,269.57,267.59,271.48,80,4,clear,sky is clear,1399,1,11,3,FALSE,0,45.4375,68.88888889,2,1
2014-01-02 12:00:00-05:00,613,1149,FALSE,269.54,267.59,271.48,80,4,clear,sky is clear,496,1,12,3,FALSE,0,45,56.73333333,8,1
2014-01-02 13:00:00-05:00,542,987,FALSE,269.57,267.59,271.48,80,3,clear,sky is clear,946,1,13,3,FALSE,0,15.5,61.25,0,1
2014-01-02 14:00:00-05:00,615,1118,FALSE,269.03,266.48,270.93,80,4,clear,sky is clear,573,1,14,3,FALSE,0,27.57894737,56.52631579,8,3
2014-01-02 15:00:00-05:00,485,848,FALSE,268.9,266.48,270.93,80,3,fog,fog,698,1,15,3,FALSE,0,46.25,32.78947368,7,2
2014-01-02 16:00:00-05:00,681,1253,FALSE,268.58,265.37,270.93,80,4,clear,sky is clear,628,1,16,3,FALSE,0,37.10526316,60.3,11,7
2014-01-02 17:00:00-05:00,600,1194,FALSE,268.47,265.37,270.93,88,5,clear,sky is clear,334,1,17,3,FALSE,0,60.75,69.35294118,23,2
2014-01-02 18:00:00-05:00,639,1214,FALSE,267.68,265.37,270.37,85,7,"snow,fog","fog,light snow",156,1,18,3,FALSE,0,81.125,94.83333333,16,10
2014-01-02 19:00:00-05:00,449,812,FALSE,267.68,265.37,270.37,85,7,"snow,fog","fog,light snow",123,1,19,3,FALSE,0,82,114.8947368,13,11
2014-01-02 20:00:00-05:00,291,518,FALSE,267.35,264.26,269.82,80,4,"snow,rain,fog","snow,light rain,fog",0,1,20,3,FALSE,0.03,78.5,150.6666667,6,5
2014-01-02 21:00:00-05:00,223,435,FALSE,266.59,264.15,268.71,80,3,"snow,rain,fog","fog,light rain,light snow",117,1,21,3,FALSE,0.05,63.66666667,115,4,6
2014-01-02 22:00:00-05:00,178,341,FALSE,265.77,262.59,268.71,80,3,"snow,rain,fog","snow,light rain,fog",0,1,22,3,FALSE,0.04,78,145,2,0
2014-01-02 23:00:00-05:00,119,241,FALSE,264.64,261.48,268.15,80,4,"snow,rain","light rain,light snow",0,1,23,3,FALSE,0.04,34,128,0,0
2014-01-03 00:00:00-05:00,95,149,FALSE,264.12,261.48,267.04,80,7,"snow,rain,fog","snow,light rain,fog",121,1,0,4,FALSE,0.04,77,314,0,0
2014-01-03 01:00:00-05:00,72,115,FALSE,263.39,260.93,265.93,87,3,"snow,rain","snow,light rain",0,1,1,4,FALSE,0.03,0,0,0,0
2014-01-03 02:00:00-05:00,26,51,FALSE,262.36,259.82,264.26,80,6,rain,light rain,0,1,2,4,FALSE,0.03,193,0,0,0
2014-01-03 03:00:00-05:00,15,32,FALSE,261.61,259.82,263.15,80,2,rain,light rain,0,1,3,4,FALSE,0.01,0,0,0,0
2014-01-03 04:00:00-05:00,11,13,FALSE,261.57,260.37,263.15,80,2,"snow,rain","snow,light rain",0,1,4,4,FALSE,0.02,0,0,0,0
2014-01-03 05:00:00-05:00,11,17,FALSE,261.65,259.82,263.15,91,5,"snow,rain,fog","snow,fog,moderate rain",117,1,5,4,FALSE,0.01,0,0,2,0
2014-01-03 06:00:00-05:00,16,33,FALSE,261.86,259.82,264.26,80,2,"snow,rain","light rain,light snow",363,1,6,4,FALSE,0,0,0,16,21
2014-01-03 07:00:00-05:00,26,56,FALSE,261.71,259.82,264.26,87,4,"snow,rain","light rain,light snow",234,1,7,4,FALSE,0,0,0,22,20
2014-01-03 08:00:00-05:00,33,63,FALSE,261.29,259.26,263.15,80,1,"snow,rain","light rain,light snow",321,1,8,4,FALSE,0,0,0,11,21
2014-01-03 09:00:00-05:00,70,135,FALSE,261.21,259.26,263.15,80,4,snow,light snow,286,1,9,4,FALSE,0,39,223,7,16
2014-01-03 10:00:00-05:00,144,282,FALSE,262.59,260.37,264.26,80,2,snow,light snow,1132,1,10,4,FALSE,0,24.5,69.33333333,4,14
2014-01-03 11:00:00-05:00,250,467,FALSE,263.87,262.59,265.37,80,2,rain,light rain,1023,1,11,4,FALSE,0,37.8,49.25,3,15
2014-01-03 12:00:00-05:00,461,845,FALSE,264.48,263.15,265.93,80,4,rain,light rain,1066,1,12,4,FALSE,0,45.83333333,60.42857143,3,11
2014-01-03 13:00:00-05:00,454,884,FALSE,264.81,263.15,266.48,63,5,rain,light rain,913,1,13,4,FALSE,0,41.22222222,145.8333333,7,6
2014-01-03 14:00:00-05:00,524,969,FALSE,264.68,263.15,265.93,80,5,rain,light rain,492,1,14,4,FALSE,0,38.05882353,47.09090909,3,8
2014-01-03 15:00:00-05:00,600,1176,FALSE,264.3,262.59,265.93,80,3,rain,light rain,1049,1,15,4,FALSE,0,28.76923077,43,5,5
2014-01-03 16:00:00-05:00,628,1125,FALSE,263.57,262.04,265.37,56,3,clear,sky is clear,199,1,16,4,FALSE,0,66.82352941,92.6,3,4
2014-01-03 17:00:00-05:00,586,1087,FALSE,262.83,260.93,264.82,80,4,clear,sky is clear,455,1,17,4,FALSE,0,69.90909091,78.33333333,9,3
2014-01-03 18:00:00-05:00,618,1094,FALSE,262.22,260.93,263.71,55,3,clear,sky is clear,1040,1,18,4,FALSE,0,74.3,83.30769231,5,4
2014-01-03 19:00:00-05:00,510,928,FALSE,261.49,259.82,262.59,56,3,clear,sky is clear,589,1,19,4,FALSE,0,105.25,72.88888889,4,3
2014-01-03 20:00:00-05:00,592,1111,FALSE,261.11,259.82,262.59,52,4,clear,sky is clear,709,1,20,4,FALSE,0,48.44444444,105.75,1,0
2014-01-03 21:00:00-05:00,513,980,FALSE,260.175,257.65,262.87,46,4.5,clear,sky is clear,0,1,21,4,FALSE,0,76.28571429,99.93333333,3,3
2014-01-03 22:00:00-05:00,548,1029,FALSE,260.175,257.65,262.87,46,4.5,clear,sky is clear,353,1,22,4,FALSE,0,95.53333333,166,1,0
2014-01-03 23:00:00-05:00,676,1217,FALSE,259.86,258.15,261.48,80,1,clear,sky is clear,0,1,23,4,FALSE,0,60.1875,143.5,0,0
2014-01-04 00:00:00-05:00,403,729,FALSE,259.53,257.59,261.48,66,2,clear,sky is clear,121,1,0,5,FALSE,0,70,0,0,0
2014-01-04 01:00:00-05:00,183,350,FALSE,258.98,256.48,262.04,80,0,clear,sky is clear,0,1,1,5,FALSE,0,272,0,0,0
2014-01-04 02:00:00-05:00,87,172,FALSE,258.83,255.37,261.48,74,3,clear,sky is clear,0,1,2,5,FALSE,0,323,0,0,0
2014-01-04 03:00:00-05:00,39,80,FALSE,258.36,255.37,261.48,80,1,clear,sky is clear,0,1,3,5,FALSE,0,359,0,0,0
2014-01-04 04:00:00-05:00,17,26,FALSE,258.9,255.93,263.15,80,1,clear,sky is clear,0,1,4,5,FALSE,0,0,0,0,0
2014-01-04 05:00:00-05:00,43,96,FALSE,258.4,255.37,262.04,80,0,clear,sky is clear,0,1,5,5,FALSE,0,0,4.666666667,1,0
2014-01-04 06:00:00-05:00,50,97,FALSE,258.33,255.37,263.15,80,3,clear,sky is clear,114,1,6,5,FALSE,0,0,12,1,7
2014-01-04 07:00:00-05:00,88,133,FALSE,258.73,255.37,263.15,75,0,clear,sky is clear,1360,1,7,5,FALSE,0,15.66666667,14,1,3
2014-01-04 08:00:00-05:00,194,320,FALSE,258.78,255.93,262.59,80,0,clear,sky is clear,439,1,8,5,FALSE,0,2.666666667,17.85714286,1,3
2014-01-04 09:00:00-05:00,272,528,FALSE,261.42,257.04,265.93,71,1,clear,sky is clear,582,1,9,5,FALSE,0,2.111111111,17.3,1,1
2014-01-04 10:00:00-05:00,331,591,FALSE,263.73,260.93,266.48,80,2,clear,sky is clear,431,1,10,5,FALSE,0,6.25,32.66666667,1,1
2014-01-04 11:00:00-05:00,476,866,FALSE,265.12,262.04,268.15,80,2,clear,sky is clear,670,1,11,5,FALSE,0,16.09090909,12.54545455,1,0
2014-01-04 12:00:00-05:00,455,807,FALSE,267.13,264.82,269.26,80,2,clear,sky is clear,466,1,12,5,FALSE,0,16.9,16.64285714,2,0
2014-01-04 13:00:00-05:00,403,741,FALSE,268.22,266.48,269.82,80,1,rain,light rain,315,1,13,5,FALSE,0,11.44444444,31.11111111,0,2
2014-01-04 14:00:00-05:00,417,768,FALSE,268.93,267.04,270.93,40,3,rain,light rain,722,1,14,5,FALSE,0,15.33333333,17.71428571,1,3
2014-01-04 15:00:00-05:00,357,657,FALSE,269.25,267.59,270.37,80,2,rain,light rain,739,1,15,5,FALSE,0,13.72727273,22.53846154,1,0
2014-01-04 16:00:00-05:00,354,687,FALSE,269.08,267.04,271.48,80,1,rain,light rain,578,1,16,5,FALSE,0,21.2,24.4,2,2
2014-01-04 17:00:00-05:00,432,752,FALSE,268.67,267.04,270.93,80,0,rain,light rain,946,1,17,5,FALSE,0,30.25,46.14285714,1,0
2014-01-04 18:00:00-05:00,563,1063,FALSE,267.14,263.71,270.93,80,0,clear,sky is clear,873,1,18,5,FALSE,0,68.66666667,45.4,0,0
2014-01-04 19:00:00-05:00,487,849,FALSE,267.14,263.71,270.93,80,0,clear,sky is clear,804,1,19,5,FALSE,0,60.66666667,94.4,2,1
2014-01-04 20:00:00-05:00,396,696,FALSE,267.04,262.59,271.48,62,1,clear,sky is clear,381,1,20,5,FALSE,0,72,169,1,0
2014-01-04 21:00:00-05:00,324,588,FALSE,267.27,260.93,273.71,61,3,clear,sky is clear,252,1,21,5,FALSE,0,33.22222222,104.5,0,2
2014-01-04 22:00:00-05:00,422,710,FALSE,266.29,260.93,271.48,80,1,clear,sky is clear,609,1,22,5,FALSE,0,42.72727273,281,0,0
2014-01-04 23:00:00-05:00,443,773,FALSE,266.6,260.37,272.04,80,0,clear,sky is clear,76,1,23,5,FALSE,0,37.8,115,0,0
2014-01-05 00:00:00-05:00,293,523,FALSE,265.7,259.26,271.48,80,1,clear,sky is clear,0,1,0,6,FALSE,0,92.16666667,367,0,0
2014-01-05 01:00:00-05:00,177,324,FALSE,263.98,258.15,270.37,80,0,clear,sky is clear,0,1,1,6,FALSE,0,285.25,0,0,0
2014-01-05 02:00:00-05:00,184,352,FALSE,264.76,257.15,271.48,80,3,clear,sky is clear,0,1,2,6,FALSE,0,204,0,0,0
2014-01-05 03:00:00-05:00,90,178,FALSE,264.69,258.15,270.93,80,1,clear,sky is clear,0,1,3,6,FALSE,0,0,0,0,0
2014-01-05 04:00:00-05:00,44,83,FALSE,264.29,257.15,272.04,85,1,clear,sky is clear,0,1,4,6,FALSE,0,0,0,0,0
2014-01-05 05:00:00-05:00,21,38,FALSE,264.66,257.15,270.93,80,1,clear,sky is clear,0,1,5,6,FALSE,0,0,0,1,0
2014-01-05 06:00:00-05:00,30,39,FALSE,265.03,257.15,272.59,80,1,clear,sky is clear,780,1,6,6,FALSE,0,0,8.75,1,0
2014-01-05 07:00:00-05:00,36,60,FALSE,264.8,257.04,272.04,80,0,clear,sky is clear,929,1,7,6,FALSE,0,0,12.68421053,1,2
2014-01-05 08:00:00-05:00,174,280,FALSE,266.21,258.15,273.71,82,3,clear,sky is clear,752,1,8,6,FALSE,0,2.571428571,7.666666667,2,4
2014-01-05 09:00:00-05:00,225,386,FALSE,267.76,260.37,273.71,91,0,rain,light rain,331,1,9,6,FALSE,0.03,8.333333333,31.14285714,1,2
2014-01-05 10:00:00-05:00,239,396,FALSE,269.12,264.26,274.26,80,1,"fog,rain","fog,light rain",338,1,10,6,FALSE,0.03,48.875,47.77777778,0,3
2014-01-05 11:00:00-05:00,418,780,FALSE,270.12,266.15,274.26,80,1,"fog,rain","fog,light rain",704,1,11,6,FALSE,0.01,54.57142857,71.30769231,4,8
2014-01-05 12:00:00-05:00,403,683,FALSE,270.65,268.15,273.71,80,0,"fog,rain","fog,light rain",907,1,12,6,FALSE,0.02,70.26666667,85.66666667,7,4
2014-01-05 13:00:00-05:00,579,1016,FALSE,271.9,269.82,274.26,80,0,"fog,rain","fog,light rain",76,1,13,6,FALSE,0,51,111.7692308,9,4
2014-01-05 14:00:00-05:00,648,1098,FALSE,272.28,269.82,274.82,80,0,"fog,rain","fog,light rain",226,1,14,6,FALSE,0,101.8571429,66.64285714,5,6
2014-01-05 15:00:00-05:00,609,1074,FALSE,272.86,270.93,275.37,80,1,"fog,rain","fog,light rain",1195,1,15,6,FALSE,0,94.54545455,100.3333333,5,4
2014-01-05 16:00:00-05:00,597,1048,FALSE,273.16,270.93,275.93,80,0,"fog,rain","fog,light rain",578,1,16,6,FALSE,0,57.38461538,76.85714286,7,5
2014-01-05 17:00:00-05:00,525,898,FALSE,273.39,271.48,275.93,92,3,"fog,rain","fog,light rain",908,1,17,6,FALSE,0,146.0666667,52.88888889,9,7
2014-01-05 18:00:00-05:00,762,1299,FALSE,274.13,272.04,277.04,80,1,"fog,rain","fog,light rain",328,1,18,6,FALSE,0,92.9375,129.9166667,9,6
2014-01-05 19:00:00-05:00,600,1075,FALSE,274.13,272.04,277.04,80,1,"fog,rain","fog,light rain",442,1,19,6,FALSE,0,100.875,133.3125,9,6
2014-01-05 20:00:00-05:00,320,513,FALSE,274.79,272.59,278.15,97,1,"fog,rain","fog,light rain",231,1,20,6,FALSE,0,102.2222222,107.3333333,4,6
2014-01-05 21:00:00-05:00,628,1120,FALSE,275.15,273.35,278.71,94,3,fog,fog,108,1,21,6,FALSE,0.01,112.0714286,128.6666667,4,6
2014-01-05 22:00:00-05:00,632,1046,FALSE,275.33,273.71,280.93,80,0,"fog,rain","fog,light rain",197,1,22,6,FALSE,0,138.5,181.6666667,0,0
2014-01-05 23:00:00-05:00,256,424,FALSE,277.22,273.71,282.59,97,2,"fog,rain","fog,light rain",0,1,23,6,FALSE,0,0,294.3333333,0,0
2014-01-06 00:00:00-05:00,367,646,FALSE,278.21,273.71,283.71,80,3,"fog,snow,rain","fog,light snow,moderate rain",0,1,0,0,FALSE,0.03,70.8,270.5,0,0
2014-01-06 01:00:00-05:00,366,656,FALSE,279.58,273.71,284.26,80,3,"fog,snow,rain","fog,light snow,moderate rain",0,1,1,0,FALSE,0.02,103,0,0,0
2014-01-06 02:00:00-05:00,246,372,FALSE,281.85,275.37,285.93,99,4,"fog,rain","fog,moderate rain",0,1,2,0,FALSE,0.01,0,0,0,0
2014-01-06 03:00:00-05:00,110,166,FALSE,283.21,277.04,285.93,80,1,"fog,rain","fog,moderate rain",0,1,3,0,FALSE,0,0,0,0,0
2014-01-06 04:00:00-05:00,32,42,FALSE,283.98,277.59,287.04,80,1,"fog,rain","fog,moderate rain",0,1,4,0,FALSE,0,0,0,0,0
2014-01-06 05:00:00-05:00,67,103,FALSE,284.38,278.71,288.15,80,0,"fog,rain","fog,moderate rain",0,1,5,0,FALSE,0,0,0.333333333,1,0
2014-01-06 06:00:00-05:00,126,205,FALSE,284.59,282.59,287.59,80,1,"fog,rain","fog,moderate rain",465,1,6,0,FALSE,0.01,0,1.727272727,9,10
2014-01-06 07:00:00-05:00,201,323,FALSE,284.78,283.15,287.15,80,2,"fog,rain","fog,moderate rain",670,1,7,0,FALSE,0.02,2,4.111111111,5,8
2014-01-06 08:00:00-05:00,460,769,FALSE,285.26,283.71,287.15,0,3,rain,light rain,910,1,8,0,FALSE,0.06,15.8,5.625,1,12
2014-01-06 09:00:00-05:00,505,863,FALSE,283.49,280.93,286.15,80,3,"fog,rain","fog,heavy intensity rain",689,1,9,0,FALSE,0.06,7.125,11.42857143,2,8
2014-01-06 10:00:00-05:00,769,1351,FALSE,281.48,279.26,284.26,80,3,"fog,rain","fog,moderate rain",810,1,10,0,FALSE,0.08,39.33333333,23,2,5
2014-01-06 11:00:00-05:00,747,1270,FALSE,280.58,279.26,281.48,80,2,rain,moderate rain,667,1,11,0,FALSE,0,43.46666667,43.92857143,7,5
2014-01-06 12:00:00-05:00,675,1159,FALSE,280.22,278.71,281.48,80,2,rain,light rain,751,1,12,0,FALSE,0.01,74.8,54.25,6,3
2014-01-06 13:00:00-05:00,619,1056,FALSE,278.34,275.93,280.93,88,3,rain,light rain,911,1,13,0,FALSE,0.01,16.16666667,79,7,3
2014-01-06 14:00:00-05:00,717,1261,FALSE,277.28,275.93,278.15,83,3,rain,light rain,548,1,14,0,FALSE,0,31.4,13.8,4,4
2014-01-06 15:00:00-05:00,676,1199,FALSE,277.08,275.93,278.15,80,3,rain,light rain,604,1,15,0,FALSE,0,106.4615385,45.66666667,7,2
2014-01-06 16:00:00-05:00,674,1183,FALSE,277.15,275.93,278.15,72,3,clear,sky is clear,854,1,16,0,FALSE,0,61.125,121.3846154,2,7
2014-01-06 17:00:00-05:00,660,1156,FALSE,276.13,274.26,278.15,80,3,rain,light rain,458,1,17,0,FALSE,0,97.92857143,95.93333333,9,3
2014-01-06 18:00:00-05:00,689,1164,FALSE,275.07,273.71,277.04,80,3,clear,sky is clear,539,1,18,0,FALSE,0,89.35294118,106.8333333,9,4
2014-01-06 19:00:00-05:00,696,1213,FALSE,274.55,273.71,275.93,80,1,clear,sky is clear,751,1,19,0,FALSE,0,62.5,77.8125,5,6
2014-01-06 20:00:00-05:00,554,997,FALSE,273.94,272.59,275.37,80,1,clear,sky is clear,328,1,20,0,FALSE,0,69.58333333,99.25,2,5
2014-01-06 21:00:00-05:00,468,743,FALSE,272.22,270.93,274.26,80,1,clear,sky is clear,482,1,21,0,FALSE,0,80.73333333,135,3,4
2014-01-06 22:00:00-05:00,659,1121,FALSE,271.1,269.26,272.59,80,1,clear,sky is clear,510,1,22,0,FALSE,0,97.54545455,138.6666667,0,0
2014-01-06 23:00:00-05:00,546,895,FALSE,269.05,265.93,272.04,80,3,clear,sky is clear,0,1,23,0,FALSE,0,71.28571429,194,0,0
2014-01-07 00:00:00-05:00,450,768,FALSE,265.83,262.59,269.26,80,2,clear,sky is clear,0,1,0,1,FALSE,0,157.8571429,211,0,0
2014-01-07 01:00:00-05:00,176,283,FALSE,262.84,260.37,265.37,58,17,clear,sky is clear,0,1,1,1,FALSE,0,179,0,0,0
2014-01-07 02:00:00-05:00,104,152,FALSE,261.55,259.82,263.15,48,8,clear,sky is clear,0,1,2,1,FALSE,0,203,0,0,0
2014-01-07 03:00:00-05:00,39,65,FALSE,260.67,258.71,262.59,48,6,clear,sky is clear,0,1,3,1,FALSE,0,0,0,0,0
2014-01-07 04:00:00-05:00,19,23,FALSE,259.95,258.15,262.04,80,2,clear,sky is clear,0,1,4,1,FALSE,0,0,0,0,0
2014-01-07 05:00:00-05:00,36,70,FALSE,259.05,257.04,260.93,80,10,clear,sky is clear,76,1,5,1,FALSE,0,0,0,2,0
2014-01-07 06:00:00-05:00,40,46,FALSE,258.26,256.48,260.37,46,6,clear,sky is clear,359,1,6,1,FALSE,0,0,6.428571429,9,5
2014-01-07 07:00:00-05:00,143,228,FALSE,257.8,256.48,259.82,49,4,clear,sky is clear,606,1,7,1,FALSE,0,2.75,19.75,6,5
2014-01-07 08:00:00-05:00,234,371,FALSE,257.24,255.37,258.71,50,4,clear,sky is clear,637,1,8,1,FALSE,0,0,14.14285714,4,6
2014-01-07 09:00:00-05:00,404,640,FALSE,257.74,256.48,259.26,45,3,clear,sky is clear,684,1,9,1,FALSE,0,9.666666667,22.18181818,3,7
2014-01-07 10:00:00-05:00,615,1005,FALSE,258.31,257.04,260.37,64,13,clear,sky is clear,978,1,10,1,FALSE,0,29.875,27.66666667,2,3
2014-01-07 11:00:00-05:00,552,918,FALSE,258.69,257.04,260.37,42,5,clear,sky is clear,519,1,11,1,FALSE,0,27.83333333,21.5,3,1
2014-01-07 12:00:00-05:00,556,1009,FALSE,259.44,258.15,260.93,80,2,clear,sky is clear,551,1,12,1,FALSE,0,25.42857143,45.5,3,2
2014-01-07 13:00:00-05:00,439,749,FALSE,260.01,258.71,261.48,43,2,clear,sky is clear,870,1,13,1,FALSE,0,57.07692308,26,5,3
2014-01-07 14:00:00-05:00,484,808,FALSE,260.39,259.26,261.48,40,3,clear,sky is clear,1078,1,14,1,FALSE,0,21.45,36.2,1,3
2014-01-07 15:00:00-05:00,562,973,FALSE,260.66,259.26,262.04,42,3,clear,sky is clear,711,1,15,1,FALSE,0,32.2,50.47826087,1,2
2014-01-07 16:00:00-05:00,662,1148,FALSE,260.36,259.26,261.48,45,7,clear,sky is clear,740,1,16,1,FALSE,0,46,59.5625,0,3
2014-01-07 17:00:00-05:00,640,1085,FALSE,260.06,258.71,260.93,39,9,rain,light rain,560,1,17,1,FALSE,0,39.80952381,62.6875,4,3
2014-01-07 18:00:00-05:00,642,1142,FALSE,259.78,258.71,260.93,47,4,clear,sky is clear,416,1,18,1,FALSE,0,34.07142857,80.38095238,6,1
2014-01-07 19:00:00-05:00,660,1120,FALSE,259.69,258.15,260.93,39,9,clear,sky is clear,558,1,19,1,FALSE,0,33.875,35.41176471,3,2
2014-01-07 20:00:00-05:00,403,635,FALSE,260,258.71,261.48,50,3,clear,sky is clear,803,1,20,1,FALSE,0,42.63157895,31.66666667,0,6
2014-01-07 21:00:00-05:00,575,1039,FALSE,260,258.71,261.48,50,3,clear,sky is clear,424,1,21,1,FALSE,0,70.38461538,80.27272727,0,0
2014-01-07 22:00:00-05:00,634,1045,FALSE,259.84,258.15,261.48,51,3,clear,sky is clear,102,1,22,1,FALSE,0,52.0625,150,0,0
2014-01-07 23:00:00-05:00,472,787,FALSE,259.83,258.15,261.15,53,6,clear,sky is clear,226,1,23,1,FALSE,0,67.78571429,97,0,0
2014-01-08 00:00:00-05:00,365,622,FALSE,260.09,258.71,261.48,54,2,clear,sky is clear,0,1,0,2,FALSE,0,61.33333333,172,0,0
2014-01-08 01:00:00-05:00,92,173,FALSE,259.9,258.71,261.15,42,6,clear,sky is clear,0,1,1,2,FALSE,0,175.5,252,0,0
2014-01-08 02:00:00-05:00,49,71,FALSE,259.93,258.71,261.48,43,6,clear,sky is clear,0,1,2,2,FALSE,0,129,0,0,0
2014-01-08 03:00:00-05:00,7,16,FALSE,259.76,258.15,260.93,57,2,clear,sky is clear,0,1,3,2,FALSE,0,0,0,0,0
2014-01-08 04:00:00-05:00,16,34,FALSE,259.77,258.15,261.48,80,1,clear,sky is clear,0,1,4,2,FALSE,0,0,0,0,0
